StatisticCrimeGroupCode,StatisticCrimeGroupName,StatisticCrimeTypeCode,StatisticCrimeTypeName,CrimeName,SensitivityFlag
500, עבירות מין,505, מעשה מגונה שלא בכח,כהן דת העושה באדם שמלאו לו 18 שנים מעשה מגונה בנסי,1
500, עבירות מין,505, מעשה מגונה שלא בכח,מעשה מגונה בכל מקום בפני קטין עד 16,1
500, עבירות מין,505, מעשה מגונה שלא בכח,מעשה מגונה בקטין,1
500, עבירות מין,505, מעשה מגונה שלא בכח,אחראי על חסר ישע-מעשה מגונה בפומבי,1
500, עבירות מין,505, מעשה מגונה שלא בכח,מעשה מגונה בפני קטין בן משפחה,1
500, עבירות מין,505, מעשה מגונה שלא בכח,מעשה מגונה שלא בכפיה,
500, עבירות מין,505, מעשה מגונה שלא בכח,מעשה מגונה בקטין,
500, עבירות מין,506, מעשה מגונה בפומבי,מעשה מגונה בפומבי,1
500, עבירות מין,506, מעשה מגונה בפומבי,מעשה מגונה בפומבי,1
500, עבירות מין,506, מעשה מגונה בפומבי,מעשה מגונה בפומבי ע'י איש מרות,1
500, עבירות מין,510, הטרדה מינית,המטריד מינית אדם בנסיבות המפורטות בסעיפים 3(א)(3)ע,
500, עבירות מין,510, הטרדה מינית,"פרסום תצלום/סרט/הקלטה של אדם, המתמקד במיניותו, בנס",
500, עבירות מין,510, הטרדה מינית,המתנכל מינית לאדם כאמור בסעיף 3(ב),
500, עבירות מין,510, הטרדה מינית,הטרדה כאמור בסעיף 5(א) והתנכל לו כאמור בסעיך 5(ב),
600, עבירות כלפי המוסר,600, עבירות כלפי המוסר,ספק גישה לאינטרנט/ספק שירות איתור אינטרנטי/ספק שיר,
600, עבירות כלפי המוסר,600, עבירות כלפי המוסר,הפרת חובת דיווח,
600, עבירות כלפי המוסר,600, עבירות כלפי המוסר,הפרת צו פיקוח,
600, עבירות כלפי המוסר,601, סרסרות לזנות,סרסרות במעשי זנות,
600, עבירות כלפי המוסר,601, סרסרות לזנות,סרסרות במעשי זנות,
600, עבירות כלפי המוסר,601, סרסרות לזנות,חי על רווחי אדם העוסק בזנות,1
600, עבירות כלפי המוסר,601, סרסרות לזנות,סרסרות בנסיבות מחמירות,1
600, עבירות כלפי המוסר,601, סרסרות לזנות,המקבל אתנן,1
600, עבירות כלפי המוסר,602, שדול לעסוק בזנות,שידול למעשה זנות,1
600, עבירות כלפי המוסר,602, שדול לעסוק בזנות,שידול קטינה לעסוק בזנות,1
600, עבירות כלפי המוסר,602, שדול לעסוק בזנות,שידול לעסוק בזנות,1
600, עבירות כלפי המוסר,602, שדול לעסוק בזנות,שידול באיומים או במרמה שלא להעיד,
600, עבירות כלפי המוסר,602, שדול לעסוק בזנות,שידול אשה לעסוק בזנות,1
600, עבירות כלפי המוסר,603, שדול למעשה זנות,שידול למעשה זנות,1
600, עבירות כלפי המוסר,603, שדול למעשה זנות,שידול למעשה זנות,1
600, עבירות כלפי המוסר,603, שדול למעשה זנות,שידול קטינה למעשה זנות,1
600, עבירות כלפי המוסר,603, שדול למעשה זנות,שידול קטין מתחת לגיל 15 למשכב זכר,1
600, עבירות כלפי המוסר,603, שדול למעשה זנות,החזקת מקום לשם זנות או ניהולו,1
600, עבירות כלפי המוסר,604, נהול או החזקת בית בושת,החזקת מקום לשם זנות או נהולו,1
600, עבירות כלפי המוסר,604, נהול או החזקת בית בושת,השכרת מקום לשם זנות,1
600, עבירות כלפי המוסר,604, נהול או החזקת בית בושת,החזקת מקום לשם זנות,1
600, עבירות כלפי המוסר,604, נהול או החזקת בית בושת,השכרת מקום לשם זנות,1
600, עבירות כלפי המוסר,605, פתוי ושדול קטינים,שידול קטין למשכבי אשה,
600, עבירות כלפי המוסר,605, פתוי ושדול קטינים,הצעה בלתי מוסרית לקטין,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,החזקת דברי תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,הצגת דברי תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,פרסום למפיץ דברי תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,פרסום שירותי זנות,1
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,מסירת מידע/פרסום על שירות זנות קטין,1
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,איסור פרסום בדבר הצעה לעיסוק בזנות,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,איסור פרסום בדבר הצעה לקטין לעיסוק בזנות,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,פרסום שירותי זנות ע'י קטין,1
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,שמוש בדמותו של קטין בפרסום תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,פרסום תועבה או הכנה לפרסום,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,שימוש בגופו של קטין לפרסום תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,אחראי שפרסם גוף קטין שבאחריותו לפי סעיף קטן (ב),
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,החזקת פרסום תועבה ובו דמות קטין,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,הצגת תועבה במקום ציבורי,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,שמוש בדמותו של קטין בפרסום תועבה,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,הצגת תועבה במקום שלא ציבורי,
600, עבירות כלפי המוסר,606, פרסום דברי תועבה,אחראי שפרסם גוף קטין שבאחריותו לפי סעיף קטן (ב1),
600, עבירות כלפי המוסר,607, שוטטות למטרת זנות,שוטטות למטרת זנות,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקת סמים מסוכנים,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,סירוב להיבדק בבדיקה לגילוי סמים,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,בדיקות לשם גילוי החזקה/שימוש בסמים,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה/שימוש בסמים לצריכה עצמית,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה ושימוש בסמים מסוכנים,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה/שימוש לצריכה עצמית בבית הספר,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה או שימוש בקנבוס לצריכה עצמית-עבירת קנס מיוחד,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה/שימוש בסמים לצריכה עצמית,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,שימוש בקנאביס לצריכה עצמית במקום פומבי,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקת קנאביס לצריכה עצמית,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,שימוש בקנאביס לצריכה עצמית שאינו במקום פומבי,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה ושימוש בכלי להכנה או צריכת סם,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,יצור/מכירה/עסקה אחרת בכלי אסור,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקת כלים להכנת סם לצריכה עצמית,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,הפרת צו הפסקה מינהלי או צו הפסקה שיפוטי,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,הפרת תנאי מתנאי רישיון לעיסוק בקנבוס,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,הפרעה לכניסה ולבקורת של המנהל,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה ושימוש בסם,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקת כלים להכנת סם,
600, עבירות כלפי המוסר,608, שמוש בסמים מסוכנים,החזקה לצריכה עצמית,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",החזקת חצרים אגב החזקת סם/צריכה עצמי,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",ניהול חצרים אגב החזקת סם/צריכה עצמי,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",ביקור במקום אגב החזקת סם/צריכה עצמי,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",החזקת חצרים לעישון או הכנת סמים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",ניהול חצרים המשמשים לעישון או הכנת סם או למכירתו,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",החזקת חצרים לעישון או הכנת סמים או מכירתו או עשיית,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",ביקור אדם במקום המיועד לשימוש בסמים מסוכנים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים","יצוא,יבוא,מסחר,הספקה סמים מסוכנים",
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",תיווך בעסקי סמים מסוכנים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",תיווך בעסקי סמים מסוכנים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",הובלת סמים מסוכנים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",עונשין,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",הדחת קטין לסמים מסוכנים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים","הדחת קטין לסם בהיותו אחראי לקטין , מניח לו להשיגו",
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",שידול קטין להשיג סם מסוכן או להשתמש בו,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",תקנות הסמים המסוכנים 1936,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",החזקה בחצרים לשימוש/מכירת סמים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",ניהול חצרים לשימוש/מכירת סמים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",יצוא/יבוא/מסחר/הספקת סמים,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",תיווך בסם,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",הובלת סם במעבר ללא היתר,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",מתן סם לקטין,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",משדל קטין לשימוש בסם,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים","מסחר, החזקת והפצת חומר אסור",
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",מתן חומר אסור בהפצה לקטין,
600, עבירות כלפי המוסר,609," סחר,יבוא ויצוא סמים",שידול קטין להשגת/לשימוש חומר אסור,
600, עבירות כלפי המוסר,610,"גידול,ייצור והפקת-סמים",ייצור או הכנת סם מסוכן,
600, עבירות כלפי המוסר,610,"גידול,ייצור והפקת-סמים",גידול יצור הכנת סמים מסוכנים,
600, עבירות כלפי המוסר,610,"גידול,ייצור והפקת-סמים",גידול יצור הכנה סמים מסוכנים,
600, עבירות כלפי המוסר,610,"גידול,ייצור והפקת-סמים","'גידול, הכנה, הפקת סם מסוכן'",
600, עבירות כלפי המוסר,610,"גידול,ייצור והפקת-סמים",איסור ייצור חומר אסור בהפצה,
600, עבירות כלפי המוסר,611, שאר עבירות נגד המוסר,המרשה לקטין בן 2 -17 לגור בבית זנות,1
600, עבירות כלפי המוסר,612, החזקת סמים שלא לצריכה עצמית,החזקה/שימוש בסמים שלא לצריכה עצמית,
600, עבירות כלפי המוסר,612, החזקת סמים שלא לצריכה עצמית,החזקה כלים להכנת סם לא לצריכה עצמית,
600, עבירות כלפי המוסר,613, הבאת אדם למעשה סדום,הבאת אדם לידי מעשה זנות,1
600, עבירות כלפי המוסר,613, הבאת אדם למעשה סדום,הבאה למעשה זנות תוך ניצול יחסי מרות,1
600, עבירות כלפי המוסר,613, הבאת אדם למעשה סדום,הבאה למעשה זנות בכח/לחץ/איומים,1
600, עבירות כלפי המוסר,613, הבאת אדם למעשה סדום,הבאה למעשה זנות תוך ניצול מצב,1
600, עבירות כלפי המוסר,613, הבאת אדם למעשה סדום,הבאה למעשה זנות בהסכמה במרמה,1
600, עבירות כלפי המוסר,614, הבאת אדם לעיסוק בזנות,הבאת אדם לידי עיסוק זנות,1
600, עבירות כלפי המוסר,614, הבאת אדם לעיסוק בזנות,הבאה לעיסוק בזנות תוך ניצול מרות,1
600, עבירות כלפי המוסר,614, הבאת אדם לעיסוק בזנות,הבאה לעיסוק בזנות בכח/לחץ/איומים,1
600, עבירות כלפי המוסר,614, הבאת אדם לעיסוק בזנות,הבאה לעיסוק בזנות תוך ניצול מצב,1
600, עבירות כלפי המוסר,614, הבאת אדם לעיסוק בזנות,הבאה לעיסוק בזנות בהסכמה במרמה,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,חי על רווחי קטין שמלאו לו 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,סרסרות מחמירה בקטין שמלאו לו 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14+) למעשה זנות במרות,
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14+) למעשה זנות בכח,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,מקבל אתנן מקטין שמלאו לו 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין שמלאו לו 14 לעיסוק בזנות,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין(14+) למעשה זנות-ניצול מצב,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14-) לעיסוק בזנות במרמה,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין שמלאו לו 14 למעשה זנות,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14+) למעשה זנות במירמה,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,סחר בקטין מתחת ל - 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14+)לעיסוק בזנות בכוח,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין (14+) לעיסוק בזנות-ניצול,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת אדם (קטין) שמלאו לו 14 שנים לידי מעשה זנות ע,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,חי על רווחי קטין מתחת ל - 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,סרסרות חמורה בקטין מתחת ל - 14,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין מתחת ל-14 למעשה זנות,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,הבאת קטין מתחת ל-14 לעיסוק בזנות,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,איסור צריכת מעשה זנות מקטין,1
600, עבירות כלפי המוסר,615, ניצול קטינים לזנות,לקוחו של קטין,1
600, עבירות כלפי המוסר,616, סחר בבני אדם לעיסוק בזנות,סחר באדם לעיסוק בזנות,1
700, עבירות כלפי הרכוש,700, עבירות כלפי הרכוש,חבלה במתקן צה'ל,1
700, עבירות כלפי הרכוש,700, עבירות כלפי הרכוש,גרימת נזק ברשלנות לרכוש בטחוני,
700, עבירות כלפי הרכוש,700, עבירות כלפי הרכוש,היזק לרכוש בזדון,
700, עבירות כלפי הרכוש,700, עבירות כלפי הרכוש,גניבת רכב,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,שוד מזוין,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,נסיון לשוד עם נשק,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,שוד מזויין/בחבורה/באלימות,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,תקיפת אדם לשם שוד בתנאים מחמירים,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,שוד ביום על ידי שני אנשים ומעלה,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,שוד ביום ע'י 2 אנשים ומעלה בלילה,
700, עבירות כלפי הרכוש,701, שוד בנסיבות חמורות,שוד מזוין בלילה שגרם לחבלה,
700, עבירות כלפי הרכוש,702, שוד,שוד,
700, עבירות כלפי הרכוש,702, שוד,שוד,
700, עבירות כלפי הרכוש,702, שוד,תקיפת אדם לשם שוד,
700, עבירות כלפי הרכוש,702, שוד,שוד תוך שימוש בכח,
700, עבירות כלפי הרכוש,702, שוד,שוד על ידי אדם אחד,
700, עבירות כלפי הרכוש,703, הנמצא מזוין לבצוע פשע,נמצא מזויין כדי לפרוץ לבנין וכד',
700, עבירות כלפי הרכוש,704, תקיפה לשם גניבה,תקיפה לשם גנבה,
700, עבירות כלפי הרכוש,704, תקיפה לשם גניבה,תקיפה כדי לגנוב,
700, עבירות כלפי הרכוש,704, תקיפה לשם גניבה,תקיפה כדי לגנוב,
700, עבירות כלפי הרכוש,705, סחיטה,פרסום דיבה בכוונה לסחוט,
700, עבירות כלפי הרכוש,705, סחיטה,סחיטה בכח,
700, עבירות כלפי הרכוש,705, סחיטה,סחיטה באיומים,
700, עבירות כלפי הרכוש,705, סחיטה,סחיטה באיומים,
700, עבירות כלפי הרכוש,705, סחיטה,מעשה/מחדל שנעשו עקב סחיטה באיומים,
700, עבירות כלפי הרכוש,705, סחיטה,סחיטה באיומים בעל אופי מיני,
700, עבירות כלפי הרכוש,705, סחיטה,נטילת נכסים לשם סחיטה,
700, עבירות כלפי הרכוש,705, סחיטה,סחיטה באיומים או בכוח,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,פריצה לבתי עסק ומוסדות וגניבה,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,פריצה לבתי עסק ע'י אדם מזויין,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,פריצה לשם גניבה,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,פריצה לבנין שאינו דירה או בית תפילה,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,פריצה לבנין שאינו דירה ובצוע גניבה,
700, עבירות כלפי הרכוש,706, התפרצות לבתי עסק ומוסדות,כניסה והתפרצות בנסיבות מחמירות,
700, עבירות כלפי הרכוש,707, התפרצות לבית דירה,התפרצות לתוך בנין,
700, עבירות כלפי הרכוש,707, התפרצות לבית דירה,פריצה לבנין,
700, עבירות כלפי הרכוש,707, התפרצות לבית דירה,כניסה לדירה בכוונה לגנוב,
700, עבירות כלפי הרכוש,707, התפרצות לבית דירה,כניסה למגורים/תפילה לבצע עבירה,
700, עבירות כלפי הרכוש,707, התפרצות לבית דירה,התפרצות למגורים/תפילה לבצע עבירה,
700, עבירות כלפי הרכוש,708, החזקת כלי פריצה,החזקת מכשירי פריצה,
700, עבירות כלפי הרכוש,708, החזקת כלי פריצה,החזקת מכשירי פריצה,
700, עבירות כלפי הרכוש,708, החזקת כלי פריצה,החזקת מכשיר לבצוע פשע,
700, עבירות כלפי הרכוש,708, החזקת כלי פריצה,החזקת כלי פריצה לרכב,
700, עבירות כלפי הרכוש,708, החזקת כלי פריצה,החזקת מכשירי פריצה,
700, עבירות כלפי הרכוש,709," גניבה ע""י עובד צבור",גניבה ע'י עובד צבור,
700, עבירות כלפי הרכוש,709," גניבה ע""י עובד צבור",גניבה בידי עובד ציבור,
700, עבירות כלפי הרכוש,709," גניבה ע""י עובד צבור",גניבת דבר דואר ע'י פקיד דואר,
700, עבירות כלפי הרכוש,709," גניבה ע""י עובד צבור",גניבת דבר דואר בו כסף וכדומה,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה ע'י פקיד,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה ע'י מורשים,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה ע'י מורשה,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים","גניבה בידי עובד, ממעבידו",
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה בידי מנהל,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבת נכס בידי מורשה שקיבל עם יפוי כח לעשייה בו,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבת נכס בידי מורשה שהופקד אצלו לבדו או עם אחר,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבת נכס בידי מורשה שקיבל עבורו או לזכות אדם אחר,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבת נכס בידי מורשה מן התמורה של נייר ערך או של ע,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה על ידי משרת בשכר,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה על ידי משרת/פועל/מתלמד,
700, עבירות כלפי הרכוש,710," גניבה ע""י עובדים וסוכנים",גניבה ממקום עבודה,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שמוש ברכב בלי רשות,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,גניבת כלי שיט או כלי טיס,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,גונב מזייף או משתמש במרמה במסמך רכב,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,"גונב,מזייף כדי להקל לבצע עבירה",
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,גניבת רכב,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שבל'ר ונטישה באותו מקום,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שבל'ר ונטישה במקום אחר,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שימוש ברכב ללא רשות 2 מצו 358 בדבר הוראות הבטחון,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שימוש ברכב ללא רשות ונטישה בסמוך,
700, עבירות כלפי הרכוש,711, גניבה שמוש רכב ללא רשות,שימוש ברכב ללא רשות ונטישה במקום אח,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,גניבות מתוך רכב וחלקי רכב,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,גניבה מתוך רכב,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,גניבה מרכב,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,פריצה לרכב,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,פריצה לרכב בכוונה לגנוב,
700, עבירות כלפי הרכוש,712, גניבה מתוך רכב,גניבה מרכב,
700, עבירות כלפי הרכוש,713, גניבת אופניים,גניבות אופניים,
700, עבירות כלפי הרכוש,713, גניבת אופניים,גניבת אופניים,
700, עבירות כלפי הרכוש,714, כייסות,כייסות,
700, עבירות כלפי הרכוש,714, כייסות,כייסות,
700, עבירות כלפי הרכוש,714, כייסות,גניבה על ידי לקיחה/כייסות,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גנבה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,מרמה בטפול במחצבים במכרות,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת רכוש צבאי,
700, עבירות כלפי הרכוש,715, גניבות אחרות,ביזה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה מחייל,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת קו/מתקן תשתית/אמצעי בטיחות,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת כלי/אמצעי/תוצר עבודה/בקר,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת דבר בעל ערך,
700, עבירות כלפי הרכוש,715, גניבות אחרות,"גניבה העולה על 500,000 ש'ח",
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת נשק,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,הריגת חיה כדי לגנבה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,ניתוק דבר בכוונה לגנבו,
700, עבירות כלפי הרכוש,715, גניבות אחרות,הונאה במחצבים,
700, עבירות כלפי הרכוש,715, גניבות אחרות,נטילת מים בגניבה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,"נטילת חשמל, מים או גז בגניבה",
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת דבר דואר,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת שיחות טלפון,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה בלילה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה על ידי שניים ויותר,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה תוך איומים בכח או בנשק,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה ביום,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה ביום שגרמה לחבלה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה בלילה שגרמה לחבלה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה ממקום נעול,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה בזמן מרד/ מלחמה/ שריפה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה שבוצעה בלילה בצוותא חדא,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה בלילה במקום מאוכלס/בית תפילה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה ביום בצוותא במקום מאוכלס/ תפי,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבה כשנושא נשק ולא בלילה,
700, עבירות כלפי הרכוש,715, גניבות אחרות,גניבת סוס או בהמה,
700, עבירות כלפי הרכוש,716, קבלת רכוש גנוב,קבלת רכוש גנוב שהושג בפשע,
700, עבירות כלפי הרכוש,716, קבלת רכוש גנוב,קבלת רכוש גנוב שהושג בעוון,
700, עבירות כלפי הרכוש,716, קבלת רכוש גנוב,קבלת נכסים שהושגו בפשע,
700, עבירות כלפי הרכוש,716, קבלת רכוש גנוב,קבלת נכסים שהושגו בעוון,
700, עבירות כלפי הרכוש,717, החזקת רכוש גנוב,החזקת רכוש החשוד כגנוב,
700, עבירות כלפי הרכוש,717, החזקת רכוש גנוב,החזקת נכס חשוד כגנוב,
700, עבירות כלפי הרכוש,717, החזקת רכוש גנוב,החזקת נכס חשוד,
700, עבירות כלפי הרכוש,718, הצתה,המשלח אש בזדון בצומח וכדומה,
700, עבירות כלפי הרכוש,718, הצתה,הצתה,
700, עבירות כלפי הרכוש,718, הצתה,נסיון להצתה,
700, עבירות כלפי הרכוש,718, הצתה,נסיון להצתת יבולים ומטעים,
700, עבירות כלפי הרכוש,718, הצתה,הצתה של מבנה במזיד,
700, עבירות כלפי הרכוש,718, הצתה,הצתת רכב מנועי במזיד,
700, עבירות כלפי הרכוש,718, הצתה,הצתת כלי שייט/טיס הפוגעת בנכס מדינה,
700, עבירות כלפי הרכוש,718, הצתה,הצתה במטרה לפגוע בנכס המשמש ציבור,
700, עבירות כלפי הרכוש,718, הצתה,הצתה במטרה לפגוע באתר טבע,
700, עבירות כלפי הרכוש,718, הצתה,הצתה במטרה לפגוע בצמחיה,
700, עבירות כלפי הרכוש,718, הצתה,הצתה במטרה לפגוע בבטחת דרי הסביבה,
700, עבירות כלפי הרכוש,718, הצתה,הצתה במטרה לפגוע בבני אדם,
700, עבירות כלפי הרכוש,718, הצתה,הצתה של מבנה במזיד,
700, עבירות כלפי הרכוש,718, הצתה,הצתת כלי שייט וטיס במזיד,
700, עבירות כלפי הרכוש,718, הצתה,הצתת רכב מנועי במזיד,
